pa, pp, ta, tp
a sweet boy punches a student .,a student is punched by a sweet boy .,the mayor left the plate .,the plate was left by the mayor .
a fair princess discovers a candy .,a candy is discovered by a fair princess .,the mayor left the plate .,the plate was left by the mayor .
a glad mother leads a company .,a company is led by a glad mother .,the mayor left the plate .,the plate was left by the mayor .
an italian actor understands a minister .,a minister is understood by an italian actor .,the mayor left the plate .,the plate was left by the mayor .
a criminal husband forgot a jacket .,a jacket was forgotten by a criminal husband .,the priest kisses the kid .,the kid is kissed by the priest .
a ill mayor judged an administration .,an administration was judged by a ill mayor .,the priest kisses the kid .,the kid is kissed by the priest .
a bright girl forgot a cup .,a cup was forgotten by a bright girl .,the priest kisses the kid .,the kid is kissed by the priest .
a dangerous partner prepared a pie .,a pie was prepared by a dangerous partner .,the priest kisses the kid .,the kid is kissed by the priest .
an attractive administration purchased a coat .,a coat was purchased by an attractive administration .,the priest kisses the kid .,the kid is kissed by the priest .
a ordinary man dragged a camera .,a camera was dragged by a ordinary man .,the priest kisses the kid .,the kid is kissed by the priest .
a creative king broke a bowl .,a bowl was broken by a creative king .,the priest kisses the kid .,the kid is kissed by the priest .
a sweet man described a beer .,a beer was described by a sweet man .,the priest kisses the kid .,the kid is kissed by the priest .
a horrible winner broke a bottle .,a bottle was broken by a horrible winner .,the priest kisses the kid .,the kid is kissed by the priest .
a chinese son raised a meal .,a meal was raised by a chinese son .,the priest kisses the kid .,the kid is kissed by the priest .
the violent student tastes the cheese .,the cheese is tasted by the violent student .,a winner understood a pilot .,a pilot was understood by a winner .
the catholic scientist removes the ball .,the ball is removed by the catholic scientist .,a winner understood a pilot .,a pilot was understood by a winner .
the funny boy keeps the glass .,the glass is kept by the funny boy .,a winner understood a pilot .,a pilot was understood by a winner .
the critical princess carries the television .,the television is carried by the critical princess .,a winner understood a pilot .,a pilot was understood by a winner .
the critical man hurts the corporation .,the corporation is hurt by the critical man .,a winner understood a pilot .,a pilot was understood by a winner .
the crazy mayor removes the jacket .,the jacket is removed by the crazy mayor .,a winner understood a pilot .,a pilot was understood by a winner .
the southern child prepares the ball .,the ball is prepared by the southern child .,a winner understood a pilot .,a pilot was understood by a winner .
the dumb worker drags the colonel .,the colonel is dragged by the dumb worker .,a winner understood a pilot .,a pilot was understood by a winner .
the cute woman smells the juice .,the juice is smelled by the cute woman .,a winner understood a pilot .,a pilot was understood by a winner .
the good guy kisses the uncle .,the uncle is kissed by the good guy .,a winner understood a pilot .,a pilot was understood by a winner .
the insane actress punched the president .,the president was punched by the insane actress .,a writer selects an engine .,an engine is selected by a writer .
the catholic soldier kissed the champion .,the champion was kissed by the catholic soldier .,a writer selects an engine .,an engine is selected by a writer .
the weird teacher punched the bishop .,the bishop was punched by the weird teacher .,a writer selects an engine .,an engine is selected by a writer .
the hungry teacher forgave the colonel .,the colonel was forgiven by the hungry teacher .,a writer selects an engine .,an engine is selected by a writer .
the english army kept the coffee .,the coffee was kept by the english army .,a writer selects an engine .,an engine is selected by a writer .
the busy scientist punched the cop .,the cop was punched by the busy scientist .,a writer selects an engine .,an engine is selected by a writer .
the special partner surprised the priest .,the priest was surprised by the special partner .,a writer selects an engine .,an engine is selected by a writer .
the odd princess forgave the leader .,the leader was forgiven by the odd princess .,a writer selects an engine .,an engine is selected by a writer .
the illegal attorney kissed the pilot .,the pilot was kissed by the illegal attorney .,a writer selects an engine .,an engine is selected by a writer .
the attractive adult forgot the salad .,the salad was forgotten by the attractive adult .,a writer selects an engine .,an engine is selected by a writer .
