ppo, pdo, tpo, tdo
the winner supplied the bell to the teacher .,the winner supplied the teacher the bell .,a sophisticated singer bought a tea for a girl .,a sophisticated singer bought a girl a tea .
the secretary supplied the beer to the club .,the secretary supplied the club the beer .,an awful opponent got a chocolate for an army .,an awful opponent got an army a chocolate .
the man threw the bowl to the adult .,the man threw the adult the bowl .,an emotional opponent got a chocolate for an army .,an emotional opponent got an army a chocolate .
the brother sold the box to the teacher .,the brother sold the teacher the box .,an angry opponent got a chocolate for an army .,an angry opponent got an army a chocolate .
the mother supplied the anchor to the buddy .,the mother supplied the buddy the anchor .,an excited opponent got a chocolate for an army .,an excited opponent got an army a chocolate .
the actress supplied the wire to the administration .,the actress supplied the administration the wire .,an alert opponent got a chocolate for an army .,an alert opponent got an army a chocolate .
the worker fed the chicken to the son .,the worker fed the son the chicken .,an attractive opponent got a chocolate for an army .,an attractive opponent got an army a chocolate .
the parent supplied the coffee to the corporation .,the parent supplied the corporation the coffee .,an insane opponent got a chocolate for an army .,an insane opponent got an army a chocolate .
the girl sold the tea to the business .,the girl sold the business the tea .,an illegal opponent got a chocolate for an army .,an illegal opponent got an army a chocolate .
the king sold the meal to the corporation .,the king sold the corporation the meal .,an intelligent opponent got a chocolate for an army .,an intelligent opponent got an army a chocolate .
the worker fed the meal to the attorney .,the worker fed the attorney the meal .,an awful opponent got a chocolate for an army .,an awful opponent got an army a chocolate .
an employer supplied a meal to a business .,an employer supplied a business a meal .,the kind woman drew the pot for the adult .,the kind woman drew the adult the pot .
an attorney promised a ball to an employee .,an attorney promised an employee a ball .,the poor woman drew the pot for the adult .,the poor woman drew the adult the pot .
a colonel showed a cheese to a minister .,a colonel showed a minister a cheese .,the cute woman drew the pot for the adult .,the cute woman drew the adult the pot .
a doctor sold a beer to an administration .,a doctor sold an administration a beer .,the cool woman drew the pot for the adult .,the cool woman drew the adult the pot .
a guest took an engine to a buddy .,a guest took a buddy an engine .,the beautiful woman drew the pot for the adult .,the beautiful woman drew the adult the pot .
a princess threw a chicken to a pilot .,a princess threw a pilot a chicken .,the holy woman drew the pot for the adult .,the holy woman drew the adult the pot .
an opponent sold a television to a son .,an opponent sold a son a television .,the busy woman drew the pot for the adult .,the busy woman drew the adult the pot .
a champion brought a salad to a daughter .,a champion brought a daughter a salad .,the willing woman drew the pot for the adult .,the willing woman drew the adult the pot .
a captain took a crystal to a teacher .,a captain took a teacher a crystal .,the rough woman drew the pot for the adult .,the rough woman drew the adult the pot .
an opponent sold a chicken to an administration .,an opponent sold an administration a chicken .,the special woman drew the pot for the adult .,the special woman drew the adult the pot .
a colonel saved an anchor for an uncle .,a colonel saved an uncle an anchor .,the kind mayor fed the pie to the kid .,the kind mayor fed the kid the pie .
an uncle found a cheese for an administration .,an uncle found an administration a cheese .,the normal mayor fed the pie to the kid .,the normal mayor fed the kid the pie .
a buddy delivered a candy for a prince .,a buddy delivered a prince a candy .,the gentle mayor fed the pie to the kid .,the gentle mayor fed the kid the pie .
a teacher kept a tea for a manager .,a teacher kept a manager a tea .,the tall mayor fed the pie to the kid .,the tall mayor fed the kid the pie .
a doctor left a computer for a corporation .,a doctor left a corporation a computer .,the silent mayor fed the pie to the kid .,the silent mayor fed the kid the pie .
an author bought a jacket for a doctor .,an author bought a doctor a jacket .,the modern mayor fed the pie to the kid .,the modern mayor fed the kid the pie .
a parent purchased a cheese for a king .,a parent purchased a king a cheese .,the southern mayor fed the pie to the kid .,the southern mayor fed the kid the pie .
a teacher bought a beer for a pilot .,a teacher bought a pilot a beer .,the handsome mayor fed the pie to the kid .,the handsome mayor fed the kid the pie .
