pa, pp, ta, tp
a mother asked a friend .,a friend was asked by a mother .,a mother asked a friend .,a friend was asked by a mother .
a leader punches a mother .,a mother is punched by a leader .,a leader punches a mother .,a mother is punched by a leader .
an actress raises a chocolate .,a chocolate is raised by an actress .,an actress raises a chocolate .,a chocolate is raised by an actress .
a child breaks a jacket .,a jacket is broken by a child .,a child breaks a jacket .,a jacket is broken by a child .
a lady punches a worker .,a worker is punched by a lady .,a lady punches a worker .,a worker is punched by a lady .
a teacher destroys a telephone .,a telephone is destroyed by a teacher .,a teacher destroys a telephone .,a telephone is destroyed by a teacher .
a candidate strikes a nurse .,a nurse is struck by a candidate .,a candidate strikes a nurse .,a nurse is struck by a candidate .
a daughter forgets a television .,a television is forgotten by a daughter .,a daughter forgets a television .,a television is forgotten by a daughter .
a lady leaves a button .,a button is left by a lady .,a lady leaves a button .,a button is left by a lady .
a buddy hurries an opponent .,an opponent is hurried by a buddy .,a buddy hurries an opponent .,an opponent is hurried by a buddy .
a leader hurries a cousin .,a cousin is hurried by a leader .,a leader hurries a cousin .,a cousin is hurried by a leader .
a manager beats an employer .,an employer is beaten by a manager .,a manager beats an employer .,an employer is beaten by a manager .
a lawyer embraces a father .,a father is embraced by a lawyer .,a lawyer embraces a father .,a father is embraced by a lawyer .
a professor breaks a log .,a log is broken by a professor .,a professor breaks a log .,a log is broken by a professor .
a kid understands a leader .,a leader is understood by a kid .,a kid understands a leader .,a leader is understood by a kid .
an adult eats a meal .,a meal is eaten by an adult .,an adult eats a meal .,a meal is eaten by an adult .
a secretary strikes a lady .,a lady is struck by a secretary .,a secretary strikes a lady .,a lady is struck by a secretary .
a business wants a candy .,a candy is wanted by a business .,a business wants a candy .,a candy is wanted by a business .
a writer selects a juice .,a juice is selected by a writer .,a writer selects a juice .,a juice is selected by a writer .
a parent bothers a cousin .,a cousin is bothered by a parent .,a parent bothers a cousin .,a cousin is bothered by a parent .
a nurse hurries a physician .,a physician is hurried by a nurse .,a nurse hurries a physician .,a physician is hurried by a nurse .
the actress discovers the bottle .,the bottle is discovered by the actress .,the actress discovers the bottle .,the bottle is discovered by the actress .
the writer bothers the employer .,the employer is bothered by the writer .,the writer bothers the employer .,the employer is bothered by the writer .
the club uses the gun .,the gun is used by the club .,the club uses the gun .,the gun is used by the club .
the secretary wraps the key .,the key is wrapped by the secretary .,the secretary wraps the key .,the key is wrapped by the secretary .
the soldier surprises the girl .,the girl is surprised by the soldier .,the soldier surprises the girl .,the girl is surprised by the soldier .
the man bothers the nurse .,the nurse is bothered by the man .,the man bothers the nurse .,the nurse is bothered by the man .
the friend keeps the candy .,the candy is kept by the friend .,the friend keeps the candy .,the candy is kept by the friend .
the aunt asks the business .,the business is asked by the aunt .,the aunt asks the business .,the business is asked by the aunt .
the hero purchases the crystal .,the crystal is purchased by the hero .,the hero purchases the crystal .,the crystal is purchased by the hero .
the reader joins the nurse .,the nurse is joined by the reader .,the reader joins the nurse .,the nurse is joined by the reader .
the opponent punched the parent .,the parent was punched by the opponent .,the opponent punched the parent .,the parent was punched by the opponent .
the prince purchased the newspaper .,the newspaper was purchased by the prince .,the prince purchased the newspaper .,the newspaper was purchased by the prince .
the daughter surprised the husband .,the husband was surprised by the daughter .,the daughter surprised the husband .,the husband was surprised by the daughter .
the actress taught the doctor .,the doctor was taught by the actress .,the actress taught the doctor .,the doctor was taught by the actress .
the sheriff prepared the salad .,the salad was prepared by the sheriff .,the sheriff prepared the salad .,the salad was prepared by the sheriff .
the child smelled the coffee .,the coffee was smelled by the child .,the child smelled the coffee .,the coffee was smelled by the child .
the mayor washed the guitar .,the guitar was washed by the mayor .,the mayor washed the guitar .,the guitar was washed by the mayor .
the author followed the club .,the club was followed by the author .,the author followed the club .,the club was followed by the author .
